id,hylly,tuotenumero,varaosanro,Nimike,saldo,yks,myynti,osto
1,A4,A61000,260-1109300-01,ilmansuodatin Bel 1221/1523,1,kpl,0,20.71
2,A4,A61001,260-1017060,Öljynsuodatin 1221/1522,2,kpl,0,1.37
3,A8,A81000,755-3101017,Vanteenkeskiö,0,kpl,0,40
4,A8,A81001,72-2203010-A2 OR,Kardaani,0,kpl,0,0
5,A9,A91000,771B-3104050,Pinnapultti,18,kpl,0,3.9
6,A9,A91001,771B-3107042,Pinnapultin mutteri,12,kpl,0,2.15
7,A9,A91002,771B-3107044,Pyörän kiinnityspalikka,8,kpl,0,10
8,A9,A91003,10.000-A,Lamelli,58,kpl,0,2.15
9,A10,A10000,771B-3104016-20,Kansi,4,kpl,0,8.25
10,A10,A10001,771B-3104067,Kansi tiiviste,2,kpl,0,1.25
11,A10,A10002,771B-3104035-B,Akselitiiviste,4,kpl,0,1.36
12,A10,A10003,"M72x1,5 PTS-9","Lukitusmutterisarja M72x1,5 PTS-9",1,kpl,0,2.24
13,A11,A11002,PD032,Polttoainesuodatin PD032/A20-1117010,5,kpl,0,14.5
14,A11,A11003,FT20-1117010,PÖ suodatin vedenerottajalla,1,kpl,0,6.5
15,A12,A12000,IPTC-11,Jousen keskihenkseli L-325mm,4,kpl,0,26.6
16,A12,A12001,516-290,Henkselipultti L-295mm,4,kpl,0,20
17,A12,A12002,,Mutteri henkselipultille,24,kpl,0,2.15
18,A13,A13000,70-1309080,Tuulitunneli,1,kpl,0,6.79
19,A14,A14000,70-3407040-A1,Öljyputki ohjaustehostin,2,kpl,0,29.5
20,A14,A14001,50-3405047,Ohjaustehostin pylvään akseli,1,kpl,0,28.75
21,A15,A15000,9172780,Startti magneton 24V,0,kpl,0,0
22,A15,A15001,11.131.821 (AZE4183),Startti 12 V ZE4183 LETRIKA,0,kpl,0,0
23,A15,A15002,9142780,"Startti 12 V /2,7 kW",0,kpl,0,0
24,A16,A16000,771B-3502110,Jarrukengän levittäjä akseli,1,kpl,0,3.18
25,A16,A16001,771B-3502115,Jarrukengän levittäjä akseli,1,kpl,0,3
26,A16,A16002,7716-3502106-B 143-63P3,Jarruhihna,6,kpl,0,5.51
27,A16,A16003,500-3501034,Jarrujousi pitempi,9,kpl,0,1.71
28,A16,A16004,500-3501037,Jarrujousi lyhyempi,9,kpl,0,1.43
29,A16,A16005,771B-3502020,Jarrukilpi  vasen,3,kpl,0,23
30,A16,A16006,771B-3502021,Jarrukilpi  oikea,3,kpl,0,23
31,A16,A16007,8x24,Niittejä,1,kpl,0,2.71
32,A18,A18000,1220-4605630-04,Vetovarsi,1,kpl,0,220
33,A19,A19000,9554-3502090,Jarrukenkä,4,kpl,0,165.66
34,A20,A20000,771B-3502070-01,Jarrurumpu,1,kpl,0,80.87
35,A21,A21000,70-2801120-A,Etukehto,1,kpl,0,98
36,A22,A22000,T25-1601050-B1,2-levykytkin  täydellinen,1,kpl,0,145.7
37,A23,A23000,70-1601090A,Paineasetelma,1,kpl,91.8,68
38,A24,A24000,50-1601093,Kytkimen painelevy,2,kpl,0,30.2
39,B2,B20000,80-8104070,Ohjaamon ilmansuodatin,2,kpl,0,6.1
40,B2,B20001,A53.21.000-02,Ilmanpuhd.hattu 85mm,2,kpl,0,0
41,B2,B20002,A53.21.000,Ilmanpuhd.hattu 70mm,1,kpl,0,0
42,B3,B30000,50-1117030 OR,Pö-suodatin pieni 118*51 Ø 10,1,kpl,0,0.76
43,B3,B30001,240-1117030 OR,Pö-suodatin iso 118*86 Ø 10,5,kpl,0,0.83
44,B3,B31000,70-1101080,Säiliön sihti,2,kpl,0,4.75
45,B4,B41000,240-1105010,Veden erottaja,2,kpl,0,18.95
46,B4,B41001,KP-25,Polttoainehana,0,kpl,7.66,4.1
47,B4,B41002,KR-12 D,Hana,3,kpl,0,5.25
48,B4,B41003,Dump-19,Polttoainemittarin anturi,0,kpl,19.03,7.9
49,B4,B41004,Dump-21M,Polttoainemittarin anturi (uudempi),1,kpl,19.03,6.8
50,B4,B41005,KP-25 OR,Polttoainehana Originals (kartio),2,kpl,0,4.1
51,B5,B50000,50-1701216,Hammaspyörä     Z=40,1,kpl,0,23.75
52,B5,B50001,50-1701182,Vaihteiston pääakseli,1,kpl,0,23.75
53,B5,B50002,50-1601215,Painelaakerin haarukan akseli,0,kpl,0,12.5
54,B5,B50003,52-2301058-A,Kehdontapit,2,kpl,0,8.7
55,B5,B50004,80-4607075-A,Hydr.putki,3,kpl,0,22
56,B5,B50005,240-1308010-A,Tuulettajan siivet  6-lapainen,0,kpl,0,19
57,B5,B50006,70-4607075-A (P50-4607075-A),Hydr.putki,1,kpl,0,17.5
58,B5,B50007,50-1701212OR,Hammaspyörä  Z=17,0,kpl,0,17.5
59,B6,B61000,PP362-B1,Rele,2,kpl,0,1.05
60,B6,B61001,PC410,Vilkkurele,4,kpl,0,2.1
61,B6,B61002,PC75B,,1,kpl,0,0
62,B6,B61003,BP-1,Sulakerasia 4.paik.,1,kpl,0,6.9
63,B6,B61004,BP-2,Sulakerasia 6-paikk.,1,kpl,0,7.9
64,B6,B61005,BP-6,Sulakerasia 6-paikk.,1,kpl,0,6
65,B6,B61006,TM100B,Lämpömittarin anturi,3,kpl,0,3.2
66,B6,B61007,YK133.AB,Lämpömittari,2,kpl,0,7.6
67,B6,B61008,TC-107,Termostaatti 86,1,kpl,0,5.75
68,B6,B61009,TC-109,Termostaatti 70,1,kpl,0,7.25
69,B6,B61010,TC-107 87,Termostaatti  87,0,kpl,0,5.75
70,B6,B61011,37.003.669-85,Lämpömittari,1,kpl,0,8.75
71,B7,B73000,A19.01.001,Öljyntäyttökorkki,4,kpl,0,2.9
72,B7,B73001,KR-2,Lohkon hana OR,2,kpl,0,2.15
73,B7,B73002,KR-29/VSH,Hana,1,kpl,0,1.33
74,B7,B73003,PO-11,Lämmityslaitteen hana,4,kpl,0,5.2
75,B7,B73004,37.003.169-77,Lämpömittari kabillaari,1,kpl,35,8.75
76,B7,B73005,309.090.010,Lämmityslaitteen moottori,1,kpl,0,51.35
77,B7,B73006,BK343-03.29,Painovipu valo 3 napainen,0,kpl,5,1.25
78,B7,B73007,P147M 01.1.,Painovipu / 3 napainen,5,kpl,0,1.55
79,B7,B73008,P14704.11,Painovipu lämmittimen 6 napainen,3,kpl,0,1.25
80,B7,B73009,P147M04.29,Painovipu valojen 6 napainen,0,kpl,0,1.75
81,B7,B73010,P150-14-10,Painovipu lasinpyyhkijä 2 nap,7,kpl,0,1.15
82,B7,B73011,,Painovipu tasausp.lukko,4,kpl,0,1.15
83,B7,B73012,,Painovipu työvalo,2,kpl,0,1.15
84,B7,B73013,,Painovipu hehku,1,kpl,0,1.15
85,B8,B82000,245-1306027,Termostaatin letkuliitin,5,kpl,0,1.75
86,B8,B82001,3FE-8101500,Imusarjan hehku,2,kpl,0,23.65
87,B8,B82002,D18-113,Tiivisterikka,4,kpl,0,1
88,B8,B82003,240-1111113-A-01,panjopultti siirtopumppuun,0,kpl,0,2.7
89,B8,B82004,F80-3405102-B,Ohjaussylinterin holkki,1,kpl,0,1.5
90,B8,B82005,70-4202011,Lukitustappi 10 * 20 mm,13,kpl,0,2.25
91,B8,B82006,475.3730,Lasinpyyhkijän moottori ty. 37.459,1,kpl,225,56.25
92,B8,B82007,475.3730-10,Lasinpyyhkijän moottori kotelolla,3,kpl,281,70.25
93,B9,B94000,72-2308009,Kartioprikka,7,kpl,9.6,2.4
94,B9,B94001,70-4202081A,sisäpuolinen lukkorengas,7,kpl,0,0.9
95,B9,B94002,52-2301061,Etuakselin siirtopyörän kansi,2,kpl,0,3.45
96,B9,B94003,52-2301054-A,"Akseli halk 16 mm * 79,5 mm",2,kpl,0,3.25
97,B9,B94004,52-2301052,Etuakselin siirtäjä (säätömutteri),3,kpl,0,3.15
98,B9,B94005,SHSP-25,Häränsilmä,6,kpl,0,3.34
99,B9,B94006,SHP-30,Häränsilmä,12,kpl,0,4.65
100,B9,B94007,80-4614020,Kyntösyvyyden säädin,1,kpl,0,130.16
101,B9,B94008,50-4202052,Ulosotonrumpu,1,kpl,0,35.06
102,B10,B10100,85-4202100,Ulosotonjarrupanta       34mm,2,kpl,0,18.35
103,B10,B10101,240-1117010,Suodatinkotelo,2,kpl,0,33.5
104,B10,B10102,52-1802070,Kard.laippa,2,kpl,0,9.75
105,B10,B10103,50-1701191,Laakeripesä,6,kpl,0,6
106,B10,B10104,50-1701183,Välilevy,2,kpl,0,3.75
107,B10,B10105,50-2403049B,Levy,4,kpl,0,6.1
108,B10,B10106,50-2407028,Kansi,5,kpl,0,9.15
109,B10,B10107,50-3104016,Navankiila,2,kpl,0,1.25
110,B10,B10108,70-4202100,Ulosotonjarrupanta       44mm,1,kpl,0,6
111,B10,B10109,85-4202100-01,Ulosotonjarrupanta       56mm,1,kpl,0,6
112,B11,B11000,A28.04.00.000-A1,Hydraulisäiliö suodatin täydellinen,0,kpl,0,0
113,B11,B11500,72-2301059-A1,Lukituslevy,2,kpl,0,1.52
114,B11,B11501,80-4202019b,Ulosotonakseli 8-poorinen,2,kpl,0,19.9
115,B11,B11502,50-1601172-A,kytkinakselin laippa,1,kpl,0,19.8
116,B11,B11503,50-4608057,Hydr.öljysuodattimen jousi,2,kpl,0,0.8
117,B11,B11504,240-1004115-A,Kiertokangen hela,4,kpl,0,4.85
118,B11,B11505,50-4608012-A1,Hydr.suodatin pestävä,1,kpl,0,30
119,B11,B11506,A28.04.20.00,Hydr.suodattimen kotelo/pesä,1,kpl,0,16.25
120,B11,B11507,A28.04.00.000-A,Hydrauliikka suodatin pesä+suodatin,1,kpl,0,40.7
121,B11,B11508,80-4202019-B-01,Ulosotonakseli 6 poorinen,0,kpl,0,19.9
122,B12,B12100,952-3407100,Ohjaussylinterin letku,4,kpl,0,27.6
123,B12,B12101,50-3001040-A,Olkaakselin varsi,1,kpl,0,7.75
124,B12,B12102,52-2303010,Tasauspyörästö / Etuperä,1,kpl,0,18
125,B12,B12103,Z63-3405115-02,Ohjaussylinteri,1,kpl,0,221.65
126,B12,B12104,52-2308074,Ohj.varsi,1,kpl,#ARVO!,137.95
127,B12,B12105,50-3405015,Sylinteri,1,kpl,0,12.9
128,B12,B12106,70-3405022,Hammastanko,1,kpl,0,58
129,B12,B12000,72-2308074,Ohjausvipu,1,kpl,0,12
130,B13,B13000,PT-3802010-09,Mittarinanturi kierr.,2,kpl,0,12.7
131,B13,B13001,80-4605281,Haarukka,2,kpl,0,5
132,B13,B13002,1520-2308024,Etuakselin nivel,1,kpl,0,96
133,B13,B13003,80-4202017-B,Ulosoton akseli,1,kpl,0,35.5
134,B13,B13004,70-4202077,Hela,6,kpl,0,1
135,B13,B13005,80-6700160,Ohjaamon kumityyny,8,kpl,0,4.4
136,B13,B13006,240-1001025,Moottorin kumityyny,2,kpl,0,4.75
137,B13,B13007,130-5001364B,Ohjaamon kumityyny,4,kpl,0,1.48
138,B13,B13008,70-4202431,Sokka 4x20,2,kpl,0,0.6
139,B13,B13009,70-4605048-A,Silmäpultti,4,kpl,0,2
140,B13,B13010,102-3405113,Ohjaussyl. tapin mutteri,5,kpl,0,1.85
141,B13,B13011,1220-4605104,Aisapultti / sivurajoittimen pultti,1,kpl,0,1.35
142,B14,B14600,80-1701045,"Mutteri, neliveto etuakseli, navan lukitusmutteri",0,kpl,0,4.95
143,B14,B14601,1520-2308018,planeetta hammaspyörä etuakseli,0,kpl,0,16.39
144,B14,B14602,70-4605071,Tappi ¤22mmx98mm,2,kpl,0,1.75
145,B14,B14603,80-4605282,Haarukka,1,kpl,0,5
146,B14,B14604,80-4202081-A,Kiinnityslevy,4,kpl,0,2.65
147,B14,B14605,820-4635022,Kevennysjousi 10x55x74,2,kpl,0,3.33
148,B14,B14606,A61.03.001.02,"Tappi ¤21,5x108 mm",8,kpl,0,1.23
149,B14,B14607,70-2807053-b,Nostotangon kulma,8,kpl,0,4.6
150,B14,B14608,1220-4605108,"Silmäpultti lyhyt halk 25 mm, pituus 45 mm",2,kpl,0,5.17
151,B14,B14609,52-2301056-01,Kiilapultti  etuakseli,4,kpl,0,3.8
152,B14,B14610,70-1602120-b,Laippa   nostolaite,2,kpl,0,3.83
153,B14,B14611,50-4605076,Tappi halk 18*80 mm,2,kpl,0,0
154,B14,B14612,70-4605312,nostolaitteen tappi,1,kpl,0,11.28
155,B14,B14613,,Tappi 25mmx120mm,2,kpl,0,0
156,B15,B15700,50-1601180,Painelaakeri,0,kpl,16.88,12.5
157,B15,B15701,50-1601083-B,Kytkimenjousi,0,kpl,0,0.85
158,B15,B15702,70-1601094,kytkinkäpälä,9,kpl,0,2
159,B15,B15703,70-4202083A,"Ulosottoakselin mutteri M24x1,5",2,kpl,0,3.1
160,B15,B15704,CT212A.3708400,Starttimoottorin pääty startille 20.3708000,1,kpl,0,18
161,B15,B15705,85-1601094,Kytkinkäpälä,9,kpl,0,2.65
162,B15,B15706,9588214K219,Painelaakeri,0,kpl,0,14.95
163,B15,B15707,52-2308097,Pysty-ja vaaka-akselin lukitus mutteri etuakseli,16,kpl,0,2.6
164,B15,B15708,50-4605068-B,Kartiorikka. Nostolaite poikkiakseli,4,kpl,0,2.75
165,B16,B16000,H50-4605040-B2,Vetoaisan jatko pit.oikea,2,kpl,0,40
166,B16,B16001,H50-4605045-B2,Vetoaisan jatko pit.vasen,3,kpl,0,40
167,B16,B16002,80-4605040,Vetovarrenjatko pit.oikea,3,kpl,0,19.75
168,B17,B17000,A61.02.001,Vanttiruuvi,1,kpl,0,11.75
169,B17,B17001,50-4605012,Nostovarsi vasen,0,kpl,0,22
170,B17,B17002,50-4605100B,Haarukka,2,kpl,0,9.05
171,B17,B17003,70-4605100,Haarukka,8,kpl,0,11.5
172,B18,B18000,A61.03.200,Työntövarrenruuvi,5,kpl,0,13.1
173,B18,B18001,A61.02-100-03,Työntövarrenpää,5,kpl,0,11.75
174,B18,B18002,A61.03.000,"Työntövarsi 22/22 pituus 500 mm, halk 22/22 mm",0,kpl,0,21.66
175,B19,B19000,718,Raidetangonpään korj.srj.kumit,22,kpl,0,0
176,B19,B19001,,Raidetangonpään korj.srj.sis.tapin,5,kpl,0,0
177,B19,B19002,717,"Raidetngonpään korj,srj,T40",1,kpl,0,0
178,B20,B20800,70-2409021-A,Tasauspyörästön lukon kumi,2,kpl,0,3.5
179,B20,B20801,D80-4607100,Hydr.tuloputkenlaippa,5,kpl,0,12.75
180,B20,B20802,50-3502068X3,Jarrun jousi,11,kpl,0,0.19
181,B20,B20803,50-3502068x5,Jarrun jousi,4,kpl,0,0.2
182,B20,B20804,50-3104028,Takanavan pultti,4,kpl,0,2.55
183,B20,B20805,50-3104029,Takanavan kartiorikka,6,kpl,0,1.05
184,B20,B20806,WP-27,Takanavan lukkorikka,7,kpl,0,0.55
185,B20,B20807,85-4202033,Ulosoton kitkapyörä,1,kpl,0,15.2
186,B20,B20808,50-1601203,Painelaakerin siirtohaarukka,0,kpl,0,4.75
187,B20,B20809,70-4605024-A,Nostokynkkä,1,kpl,0,29.8
188,B20,B20810,A53.32.003,Raid.tapin kansiosa,1,kpl,0,1.5
189,B21,B21000,72-2308016B,Etunavan kansi/koppa,4,kpl,0,89.7
190,B22,B22000,52-3003010-A,Raidetanko,0,kpl,0,22.25
191,B22,B22001,A35.32.001-A,"Raidetangonpää  oik. RH M22x1,5 L-190",0,kpl,0,4.18
192,B22,B22002,A35.32.001,Raidetangonpää  vas.,0,kpl,0,6.25
193,B23,B23000,50-3001085-01,Olka-akseli  vasen,4,kpl,0,76.6
194,B23,B23001,70-2409020,Tasauspyörästön lukon akseli,1,kpl,0,32.5
195,B24,B24000,F80-3405109,Ohjaustapin kumisuojus,28,kpl,0,1.1
196,B24,B24001,F80-3405108,Tiiviste suojus,19,kpl,0,0.45
197,B24,B24002,F80-3405107,Tiiviste suojus,24,kpl,0,0.7
198,B24,B24003,F80-3405103,Lukitusrikka,9,kpl,0,0.45
199,B24,B24004,F80-3405102,Ohjaussylinterin holkki,5,kpl,0,1.5
200,B24,B24005,F80-3405101,Ohjaussylinterin tappi,7,kpl,0,20
201,B24,B24006,40-3001022,Ohjaussylinterin tapin holkki,1,kpl,0,1.72
202,C1,C11000,82.6-4713334,Suojakumi ohjauksen,4,kpl,0,1.8
203,C1,C11001,72-2308004,Pinnapultti,3,kpl,0,2.05
204,C1,C11002,A04.02.020-01,Lukkomutteri,6,kpl,0,1.29
205,C1,C11003,1824PTM,Jarrutehostimen lukon korjaussarja,2,kpl,0,1.4
206,C1,C11004,50-4608027-B,Tulppa,2,kpl,0,1.25
207,C1,C11005,72-2209027,"Etuvedon välikytkimen säätörikka 1,5mm",11,kpl,0,0.45
208,C1,C11006,72-2209025,"Etuvedon välikytkimen säätörikka 1,5mm",35,kpl,0,0.55
209,C1,C11007,72-2209019,"Etuvedon välikytkimen säätörikka 3,0mm",20,kpl,0,0.45
210,C1,C11008,72-2209021,Etuvedon välikytkimen jousirikka,19,kpl,0,0.5
211,C1,C11009,50-1602033,Säätöruuvi,6,kpl,0,1.6
212,C1,C11010,70-4605047,Hela  nostolaite,3,kpl,0,0.5
213,C1,C11011,50-1602032,Jarrupolkimen palautus jousi,3,kpl,0,4.25
214,C1,C11012,50-1602029,Kytkinpolkimen jousen aluslaatta,2,kpl,0,0.6
215,C1,C11013,50-1602027,Jarrupolkimen haarukka,7,kpl,0,1.15
216,C1,C11014,70-3003032,"Mutteri M18x1,5 etuvedon kardaaninlaippa",10,kpl,0,1.45
217,C1,C11015,50-3405053,Mutteri ohjaustehostimen vipu  alapää,3,kpl,0,2.8
218,C1,C11016,A61.02.003,Työntövarren lukitus mutteri,5,kpl,0,1
219,C2,C20000,50-1601098,Kytkinkäpälän säätöruuvi,33,kpl,0,1.75
220,C2,C20001,50-1103010,Polttoainesäiliön korkki,2,kpl,0,6.5
221,C2,C20002,082-1100310,Polttoainesäiliön korkki,5,kpl,0,3.15
222,C2,C20003,0439-47,Seikeririkka,4,kpl,0,0.6
223,C2,C20004,48-1002318,Tiivisterikka 20mm hydrauliikka,10,kpl,0,0.75
224,C2,C20005,240-1004022,Männäntapin lukkorengas,36,kpl,0,0.4
225,C2,C20006,240-1007048,Venttiilinjousen aluslevy,8,kpl,0,0.65
226,C2,C20007,240-1003114,Suuttimenholkki,4,kpl,0,4
227,C2,C20008,82P-2409036,Tiiviste holkki  jarrutehostin,3,kpl,0,1.1
228,C3,C33000,16-C42-6B,Suuttimenkärki/mtz50,1,kpl,0,5.25
229,C3,C33001,16-C35-3B,Käsipumppu Pö,0,kpl,0,4.15
230,C3,C33002,240-1404110,Suodattimen sihti,3,kpl,0,2.15
231,C3,C33003,240-1104320A,Ylivuotoputki,3,kpl,0,5.15
232,C3,C33004,171.1112110,Suuttimenkärki  D260,1,kpl,0,9.5
233,C3,C33005,36.65.000-06,Kuristin nippa nostosylinteriin,9,kpl,0,3.5
234,C4,C44000,72-2203025PH,Kardaanin ristikko,2,kpl,0,4.75
235,C4,C44001,72-2308021-B,"Tiiviste/passauslevy   0,5mm",5,kpl,0,1.05
236,C4,C44002,72-2201043-B,Ristikonsokka,26,kpl,0,0.2
237,C4,C44003,240-1002430-V,Huohotimen kansi,1,kpl,0,3.8
238,C4,C44004,52-2203020,kardaanin pultti,2,kpl,0,0.2
239,C4,C44005,70-4608065-A,Hydraulisäiliön mittatikku,1,kpl,0,3.15
240,C4,C44006,70-1701410-A,Vaihteiston mittatikku,3,kpl,0,2.45
241,C4,C44007,240-1002440,Huohottimen suodatin,2,kpl,0,0.25
242,C4,C44008,240-1117101-A,Polttoaine suodattimen kannenpultti,12,kpl,0,1.2
243,C4,C44009,240-1005122,Kytkimen pultti,12,kpl,0,1.1
244,C4,C44010,,Paineilmakompressorin venttiili,,kpl,0,0
245,C5,C50000,240-1403020-02,Öljypumppu   Z=36,1,kpl,0,26.34
246,C5,C50001,70-4202026,Ulosoton planeettapyörän akseli,3,kpl,0,2.6
247,C5,C50002,240-1404024,Suodatin hyrrä,1,kpl,0,0.75
248,C5,C50003,50-1403015-A,Öljyputki,2,kpl,0,8
249,C5,C50004,50-1403010-B,Öljypumppu  Z=28,1,kpl,0,37.71
250,C6,C61000,70-4202024,Satell./hammaspyörä,3,kpl,0,3
251,C6,C61001,70-4605032,Kääntöakselihela nostolaite,4,kpl,0,8.75
252,C6,C61002,240-3701063,Laturin kiristin,1,kpl,0,3.75
253,C6,C61003,240-3701056-B,Laturin kiinnike pukki,1,kpl,0,12.5
254,C6,C61004,50-1701188,Booriholkki,1,kpl,0,8.75
255,C6,C61005,80-4616140,Käyttölaite,1,kpl,0,35.75
256,C6,C61006,80-8402065,Konepeitonlukko  oikea,2,kpl,0,5.8
257,C6,C61007,80-8402060,Konepeitonlukko vasen,1,kpl,0,5.5
258,C6,C61008,70-2409018,Välilevy,2,kpl,0,7.1
259,C6,C61009,19.04.19,Kansi,2,kpl,0,15
260,C6,C61010,70-1701082OR,Hammaspyörä Z-31,0,kpl,0,22.97
261,C7,C71000,245-1004060-A,Männänrengas sarja,1,kpl,0,25
262,C7,C71001,260-1004060-B,Männänrengas sarja,2,kpl,0,10
263,C7,C71002,245-1004060-A,Männänrengas sarja,1,kpl,0,25
264,C8,C85000,A21.01.270,Jäähdyttäjän korkki,2,kpl,0,2.9
265,C8,C85001,50-1306025-B2,Termostaattikotelo,1,kpl,0,5.23
266,C8,C85002,70-1303001,Ylävesiletku,0,kpl,0,1.26
267,C8,C85003,50-1303062,Alavesiletku,1,kpl,0,1.75
268,C8,C85004,70U-1301169,Jäähdyttäjän päätytiiviste,3,kpl,0,1.25
269,C8,C85005,70U-1301075M,Jäähdyttäjän pohjaosa (70У.13.01.075),2,kpl,0,33.5
270,C8,C85006,50-1306028-B2,"Termostaattikotelon letku halk 18 mm, pituus 145 mm",1,kpl,0,0.75
271,C8,C85007,70U-1301055 OR,Jäähdyttimen kansi,0,kpl,55.65,37.04
272,C9,C91000,D65-1004021,Mäntä,4,kpl,0,21
273,C9,C91001,D65-1004021,Mäntä,2,kpl,0,24
274,C10,C10100,50-1004140-A,Kiertokangen laakeri sarja  P1,3,kpl,0,19.75
275,C10,C10101,50-1004140-A,Kiertokangen laakeri sarja  R1,1,kpl,0,19.75
276,C10,C10102,50-1005100-B3,Runkolaakeri sarja   H1,0,kpl,0,18
277,C10,C10103,50-1005100-B3,Runkolaakeri sarja P1,1,kpl,0,18
